_unit_id,_created_at,_updated_at,gs,term,values,please_choose_one_of_the_reasons_below_gold,please_choose_one_of_the_reasons_below_gold_reason,which_category_does_this_term_belong_to_gold,which_category_does_this_term_belong_to_gold_reason
1229989068,5/3/2017 13:02:04,5/4/2017 11:44:20, strain,strain for c57bl/6  ,rag-2-ko,,,,
1229989069,5/3/2017 13:02:04,5/4/2017 11:35:51, strain,immune strain/background  ,"rag2, fvb",,,,
1229989070,5/3/2017 13:02:04,5/4/2017 11:30:14, disease,disease progression status  ,"rapid progessor, elite/viremic controller, viremic non-progessor",,,,
1229989071,5/3/2017 13:02:04,5/4/2017 11:40:38, genotype,genotype rb  ,"rbfl/+, rb+/+, fl/fl",,,,
1229989072,5/3/2017 13:02:04,5/4/2017 11:39:19, disease,disease status of patient  ,"rcdii, celiac disease, crohn's disease",,,,
1229989073,5/3/2017 13:02:04,5/4/2017 11:40:22, genotype,a.thaliana genotype  ,"rdr1/2/6 mutant, rdr1 mutant, wild type (col)",,,,
1229989074,5/3/2017 13:02:04,5/4/2017 11:29:03, treatment,chip dna treatment  ,"recjf, exoi",,,,
1229989075,5/3/2017 13:02:04,5/4/2017 11:32:46, cell line,reference cell lines  ,"reference pool of lncap, du145, pc3, and cwr22 cell lines",,,,
1229989076,5/3/2017 13:02:04,5/4/2017 11:38:19, cell line,origin of a cell line  ,"referencekolossov e. et al., j exp med 203(10)2315-2327, 2006., referencemeissner a. et al., nat. biotechnol. 25(10)1177-1181, 2007., james thomson, university of wisconsin, es cell international, singapore, clontech (cat. no. 636532, lot 7120603a)",,,,
1229989077,5/3/2017 13:02:04,5/4/2017 11:39:54, tissue,tissue section ,"region 3, region 2, region 4, region 1, region 5",,,,
1229989078,5/3/2017 13:02:04,5/4/2017 11:30:40, cell line,human leukemia cell line  ,reh,,,,
1229989079,5/3/2017 13:02:04,5/4/2017 11:31:31, strain,strain jlrela  ,rela kockout,,,,
1229989080,5/3/2017 13:02:04,5/4/2017 11:41:01, disease,disease group  ,"remission, failure of treatment, new, non-metastatic, nonatopic control",,,,
1229989081,5/3/2017 13:02:04,5/4/2017 11:38:52, time,time of sample harvesting  ,"reperfusion, normoxia, ischemia",,,,
1229989082,5/3/2017 13:02:04,5/4/2017 11:22:00, cell type,test cell type  ,repo-gal4/uas-uprt,,,,
1229989083,5/3/2017 13:02:04,5/4/2017 11:38:58, treatment,small molecule treatment  ,"repsox at 24 hours, repsox at 48 hours, repsox at 1 week, repsox at 10 hours, repsox during derivation",,,,
1229989084,5/3/2017 13:02:04,5/4/2017 11:35:09, tissue,tissue condition ,"resting (uninjured) muscle, 48h after barium chloride-induced muscle injury, 12h after barium chloride-induced muscle injury",,,,
1229989085,5/3/2017 13:02:04,5/4/2017 11:22:00, tissue,tissue location ,"right, tongue, left, unknown, internode",,,,
1229989086,5/3/2017 13:02:04,5/4/2017 11:29:45, tissue,tissue collection method ,"rnalater, snap frozen, dnagard, laser capture microdissection",,,,
1229989087,5/3/2017 13:02:04,5/4/2017 11:31:30, treatment,rna treatment  ,"rrna depleted, tobacco acid pyrophosphatase (tap), no rna treatment, none, oxidised",,,,
1229989088,5/3/2017 13:02:04,5/4/2017 11:37:02, treatment,treatment_given  ,"rt, --, rt + rt",,,,
1229989089,5/3/2017 13:02:04,5/4/2017 11:36:59, treatment,treatment*  ,"s, rt, s, s, crt, ic, s, rt, surgery",,,,
1229989090,5/3/2017 13:02:04,5/4/2017 11:40:25, strain,pathogen strain  ,"s. aureus usa300, tt01",,,,
1229989091,5/3/2017 13:02:04,5/4/2017 11:26:11, time,time point after hepatectomy  ,"s48h, 2h, 48h, 0h, 6h",,,,
1229989092,5/3/2017 13:02:04,5/4/2017 11:38:01, strain,background strains  ,"s96 and yjm 789, c57bl/6 female mouse and a sb/le male",,,,
1229989093,5/3/2017 13:02:04,5/4/2017 11:31:26, treatment,b240 or saline treatment  ,"saline, lactobacillus pentosus b240",,,,
1229989094,5/3/2017 13:02:04,5/4/2017 11:42:43, treatment,timepoint 4h treatment  ,"same end point, not same day, same start point",,,,
1229989095,5/3/2017 13:02:04,5/4/2017 11:24:52, strain,bacterial strain  ,"sanger476, -, o18k1h7, usa300, imdo 130201",,,,
1229989096,5/3/2017 13:02:04,5/4/2017 11:35:51, strain,strain/model  ,scid beige mouse,,,,
1229989097,5/3/2017 13:02:04,5/4/2017 11:36:58, strain,recipient strain  ,"scid, cb-17 scid/scid, c57bl6_h-2b, na, lethally irradiated syngeneic mice",,,,
1229989098,5/3/2017 13:02:04,5/4/2017 11:35:16, genotype,genotype/variataion  ,"scramble shrna control, creb knock-down, luciferase, shrna control, crtc1-maml2/maml2, knock-downmaml2 knock-down",,,,
1229989099,5/3/2017 13:02:04,5/4/2017 11:25:31, treatment,oligo treatment  ,scrambled control,,,,
1229989100,5/3/2017 13:02:04,5/4/2017 11:43:42, tissue,8 weeks. tissue ,scraped off oxyntic mucosa.,,,,
1229989101,5/3/2017 13:02:04,5/4/2017 11:23:37, treatment,immunogen treatment  ,"sea water, pic, mdp",,,,
1229989102,5/3/2017 13:02:04,5/4/2017 11:38:39, time,hatching time  ,"sept, dec",,,,
1229989103,5/3/2017 13:02:04,5/4/2017 11:34:26, genotype,genotype/variaion  ,"sgpp1-/-, sgpp1+/+",,,,
1229989104,5/3/2017 13:02:04,5/4/2017 11:41:23, treatment,cell treatment  ,"shrna infected cells, cultured with anticd3 cd28 beads and collected at various time points, purified by cell sorting (cd4+ gfp+), purified by cell sorting (cd4+ gfp-), lmna knock-down (cultured)",,,,
1229989105,5/3/2017 13:02:04,5/4/2017 11:33:48, disease,subject's disease state  ,"sickle cell disease, control",,,,
1229989106,5/3/2017 13:02:04,5/4/2017 11:26:12, treatment,treatment2_in vivo treatment  ,"silica, air control, iraqi sand",,,,
1229989107,5/3/2017 13:02:04,5/4/2017 11:40:10, treatment,vaccine treatment  ,"siv dna vaccine, no vaccine (control), siv dna vaccine with rantes adjuvant",,,,
1229989108,5/3/2017 13:02:04,5/4/2017 11:33:59, strain,siv strain  ,"sivsm, sivmac239, uninfected control (sivsm), uninfected control (sivmac239)",,,,
1229989109,5/3/2017 13:02:04,5/4/2017 11:35:14, cell line,ovarian cancer cell line  ,"sk-ov-3, tov-21g, ovcar-3, sk-ov-3 p38dn",,,,
1229989110,5/3/2017 13:02:04,5/4/2017 11:36:23, tissue,tissue lineage ,"skin, blood",,,,
1229989111,5/3/2017 13:02:04,5/4/2017 11:21:16, cell type,other cell types  ,"skin, few fibrous strands",,,,
1229989112,5/3/2017 13:02:04,5/4/2017 11:37:40, tissue,tissue.origin ,"skin, lung",,,,
1229989113,5/3/2017 13:02:04,5/4/2017 11:35:11, tissue,tissue harvest methods ,"slices from each of the lobes were pooled together for microarray analysis, the organ was longitudinally bisected, a slice was removed for histology and the remainder of the organ was minced and used for microarray analysis, the gland was transversely sectioned and the bottom portion was used for microarray analysis, lung samples were obtained by placing a suture loosely around the left bronchus at the site where the bronchus enters the left lung lobe.  a second suture was placed around the right bronchus and pulled tightly to tie off the right lung lobes.  the right lung lobes were removed and placed in rnalater, and the left lung infused under hydrostatic pressure (~30 cm) with neutral buffered formalin.   samples placed in rnalater were incubated overnight at 4_皇 and frozen the next day at < 70_皇., the nose was dissected to isolate the level ii region of both nostrils.  the maxillo turbinate and olfactory epithelium were discarded and the lateral meatus and nasoturbinate were retained for cell isolation.  the dissected nasal sections were rinsed with cold phosphate buffered saline to remove the blood.  after rinsing, a 5 ml buffered mixture of proteases (collagenase, 80 u/ml, sigma-aldrich",,,,
1229989114,5/3/2017 13:02:04,5/4/2017 11:35:51, treatment,dna treatment  ,"sonicated and immunoprecipitated with anti-5-methyl cytidine antibody (diagnode, li姓ge, belgium), sonicated, sonicated and immunoprecipitated with anti-5-methyl cytidine antibody (diagenode, li姓ge, belgium)",,,,
1229989115,5/3/2017 13:02:04,5/4/2017 11:30:24, cell type,t cell type  ,"sorted cd4+ conventional t cells from spleen and lymph nodes, sorted cd4+ regulatory t cells from spleen and lymph nodes, teff, treg, tfh",,,,
1229989116,5/3/2017 13:02:04,5/4/2017 11:42:43, tissue,tissue/cell type ,"soybean root/hypocotyls - p.sojae mycelium from minimal medium, peripheral blood leucocytes (pbl), osteosarcoma, ovarian somatic cells (osc), testicular germ cells, macs-sorted",,,,
1229989117,5/3/2017 13:02:04,5/4/2017 11:38:50, cell type,melanoma cell type  ,"spheroid cells, adherent cells",,,,
1229989118,5/3/2017 13:02:04,5/4/2017 11:47:15, tissue,4 months tissue ,spinal cord,,,,
1229989119,5/3/2017 13:02:04,5/4/2017 11:35:50, tissue,secondary lymphoid tissue ,spleen and lymph nodes,,,,
1229989120,5/3/2017 13:02:04,5/4/2017 11:41:02, tissue,fresh tissue ,splenocytes,,,,
1229989121,5/3/2017 13:02:04,5/4/2017 11:30:13, disease,source disease  ,squamous cell carcinoma,,,,
1229989122,5/3/2017 13:02:04,5/4/2017 11:34:49, treatment,rnase treatment  ,"ssrnase (rnase one), dsrnase (rnase v1), none",,,,
1229989123,5/3/2017 13:02:04,5/4/2017 11:24:34, time,nitrogen starvation time  ,"st2d, st10d, t0, st10d+1h",,,,
1229989124,5/3/2017 13:02:04,5/4/2017 11:40:52, cell line,stable cell line  ,stable cell lines inducibly expressing flag/ha-tagged  rbm10,,,,
1229989125,5/3/2017 13:02:04,5/4/2017 11:27:01, time,explant timepoint  ,stage 9/10,,,,
1229989126,5/3/2017 13:02:04,5/4/2017 11:38:39, disease,advanced disease state  ,"stage iii, stage I, stage ii, stage iv",,,,
1229989127,5/3/2017 13:02:04,5/4/2017 11:33:08, tissue,tissue region enriched for ,"starch, lipid",,,,
1229989128,5/3/2017 13:02:04,5/4/2017 11:26:11, treatment,treatment group  ,"statin alone, fenofibric acid+statin, control, fenofibric acid, untreated",,,,
1229989129,5/3/2017 13:02:04,5/4/2017 11:26:12, tissue,host tissue ,"stomach, root, hind foot pads, hyphae, serum",,,,
1229989130,5/3/2017 13:02:04,5/4/2017 11:38:34, strain,strain/genotype  ,"strain dp1, mtb1254 rv3662c-3665c ko, wt, pol1-3flag strain congenic to w303-1a in which the weak rad5 mutant allele in the original w303 has been corrected., __sml1, pol1-3flag strain congenic to w303-1a in which the weak rad5 mutant allele in the original w303 has been corrected., __mec1 __sml1, pol1-3flag strain congenic to w303-1a in which the weak rad5 mutant allele in the original w303 has been corrected.",,,,
1229989131,5/3/2017 13:02:04,5/4/2017 11:36:27, strain,bacteria strain  ,streptcoccus suis 2 strain sc19,,,,
1229989132,5/3/2017 13:02:04,5/4/2017 11:38:45, strain,infected with bacterial strain  ,streptcoccus suis 2 strain sc19,,,,
1229989133,5/3/2017 13:02:04,5/4/2017 11:30:13, tissue,mammary tissue ,"stroma (fat pad), parenchyma",,,,
1229989134,5/3/2017 13:02:04,5/4/2017 11:38:08, treatment,treatment delivery  ,"subcutaneous with osmotic pump, untreated",,,,
1229989135,5/3/2017 13:02:04,5/4/2017 12:10:12, cell line,human cell line  ,"supt1, lovo epithelial cells atcc ccl-229, kmb17",,,,
1229989143,5/3/2017 13:02:05,5/4/2017 11:29:49, tissue,tissue_source ,"surgical specimen, chtn specimen",,,,
1229989144,5/3/2017 13:02:05,5/4/2017 11:36:05, disease,disease resistance  ,"susceptible, resistant",,,,
1229989145,5/3/2017 13:02:05,5/4/2017 12:10:13, disease,disease-resistance  ,"susceptible, resistant",,,,
1229989146,5/3/2017 13:02:05,5/4/2017 11:39:37, genotype,transgene genotype  ,"t transgene, homozygous, t and s transgenes, homozygous",,,,
1229989147,5/3/2017 13:02:05,5/4/2017 11:21:16, time,partial hepatectomy time point  ,"t=0, t=1h, t=6h, t=12h, t=24h",,,,
1229989148,5/3/2017 13:02:05,5/4/2017 11:24:10, time,timepoint (hrs)  ,"t=42, t=18, t=0, 3",,,,
1229989149,5/3/2017 13:02:05,5/4/2017 11:41:51, time,biopsy time  ,"t1, 3month, 0month, ts, t2",,,,
1229989150,5/3/2017 13:02:05,5/4/2017 11:44:36, cell line,parental cell line  ,"t47d-y, mda-mb-231, skbr-3, t47d-yb, hek 293 flp-in t-rex",,,,
1229989151,5/3/2017 13:02:05,5/4/2017 11:54:57, time,time point (min)  ,"t60, t90, t390, t210",,,,
1229989152,5/3/2017 13:02:05,5/4/2017 11:44:20, time,time of sampling  ,"taken relapse after treatment, taken at diagnosis, diagnosis, relapse",,,,
1229989153,5/3/2017 13:02:05,5/4/2017 11:33:06, treatment,adjuvant patient treatment  ,tamoxifen,,,,
1229989154,5/3/2017 13:02:05,5/4/2017 11:53:48, treatment,preoperative treatment  ,"taxol x 12 fac x 4, fac x 6, fec x 6, paclitaxel x(12 )  + fec x(4 ), fec x(6 )",,,,
1229989155,5/3/2017 13:02:05,5/4/2017 11:34:21, treatment,treatments comments  ,"taxol x 12 fac x 4, paclitaxel x 12, fac x 4, taxol x 12 fec x 4, paclitaxel x 12, fec x 4, taxol 80 mg/m2 x12 , fec x4",,,,
1229989156,5/3/2017 13:02:05,5/4/2017 11:33:49, genotype,tbx1 genotype  ,"tbx1-/-, tbx1+/-, tbx1+/+",,,,
1229989157,5/3/2017 13:02:05,5/4/2017 11:31:32, treatment,treatment category  ,test sample,,,,
1229989158,5/3/2017 13:02:05,5/4/2017 11:31:52, tissue,tissuet type ,testis,,,,
1229989159,5/3/2017 13:02:05,5/4/2017 11:28:35, treatment,hormonal treatment  ,"testosterone supplementation by implant, none, 11-ketotestosterone supplementation by implant",,,,
1229989160,5/3/2017 13:02:05,5/4/2017 11:37:49, treatment,tet1/tet2 treatment  ,"tet1 and tet2 knocked out, wt, tet1, tet2 and tet3 knocked out, heterozygous / tet1 and tet2 knocked out on one chromosome",,,,
1229989161,5/3/2017 13:02:05,5/4/2017 11:36:08, treatment,treatment code  ,"tfac, tfec, txfac, th/fac, fac",,,,
1229989162,5/3/2017 13:02:05,5/4/2017 11:29:36, tissue,tissue extraction ,the entire region from just above the eye to below pharyngeal arch 6 was dissected out and subjected to facs and yfp+ cells were pooled from 10 embryos,,,,
1229989163,5/3/2017 13:02:05,5/4/2017 11:32:22, cell line,cell line provider  ,the european collection of cell cultures (ecacc),,,,
1229989164,5/3/2017 13:02:05,5/4/2017 11:23:54, tissue,tissue source site ,"the ontario tumor bank network,canada, the groene hart hospital,the neterlands",,,,
1229989165,5/3/2017 13:02:05,5/4/2017 11:41:02, strain,strain phenotype  ,"thiamethoxam-resistant (th-r), thiamethoxam-susceptible (th-s), biofilm-negative, biofilm-positive, causing sheep abortion",,,,
1229989166,5/3/2017 13:02:05,5/4/2017 11:34:24, tissue,tissue (organ) ,"thymus, cord blood",,,,
1229989167,5/3/2017 13:02:05,5/4/2017 11:42:43, tissue,tissue/cell line ,"tissue, cell line, hek293, monolayer cells, fibroblast",,,,
1229989168,5/3/2017 13:02:05,5/4/2017 11:41:30, tissue,tissue or cells ,"tissue, cells, homogenized retina, facs sorted retina, cultured retinal progenitor cells",,,,
1229989169,5/3/2017 13:02:05,5/4/2017 11:26:10, strain,hcmv strain  ,towne/e,,,,
1229989170,5/3/2017 13:02:05,5/4/2017 11:29:35, strain,human cytomegalovirus strain  ,towne/e,,,,
1229989171,5/3/2017 13:02:05,5/4/2017 11:37:06, treatment,treatment of the mice  ,treated with ecg for 48h and hcg for 12h,,,,
1229989172,5/3/2017 13:02:05,5/4/2017 11:33:00, time,time and stimulation  ,"tref, t1sa, t1sp, t5sa, t5sp",,,,
1229989173,5/3/2017 13:02:05,5/4/2017 11:33:47, genotype,genotype/ variation  ,"trib1-/- unstimulated, wild-type unstimulated",,,,
1229989174,5/3/2017 13:02:05,5/4/2017 11:29:36, genotype,genotype abbreviation  ,"trphet, trpnull",,,,
1229989175,5/3/2017 13:02:05,5/4/2017 11:37:05, genotype,12q13 genotype rs11169544  ,"tt, ct, cc",,,,
1229989176,5/3/2017 13:02:05,5/4/2017 11:33:31, genotype,3q26 genotype rs12638862  ,"tt, ct, cc",,,,
1229989177,5/3/2017 13:02:05,5/4/2017 11:32:01, genotype,8q23 genotype rs16892766  ,"tt, gt, gg",,,,
1229989178,5/3/2017 13:02:05,5/4/2017 11:29:49, tissue,tissue isolated ,tumor developed in recipient mice,,,,
1229989179,5/3/2017 13:02:05,5/4/2017 11:39:30, tissue,tissue sub-type ,"tumor whole tissue, normal whole tissue, normal stroma, tumor stroma, normal epithelium",,,,
1229989180,5/3/2017 13:02:05,5/4/2017 11:36:06, cell type,b cell type  ,"tumorous, normal, naive (facs sorted primary human), plasma cell (facs sorted primary human), memory (facs sorted primary human)",,,,
1229989181,5/3/2017 13:02:05,5/4/2017 11:32:43, cell type,cell type  ,"tumorous, normal, naive (facs sorted primary human), plasma cell (facs sorted primary human), memory (facs sorted primary human)",,,,
1229989182,5/3/2017 13:02:05,5/4/2017 11:40:21, tissue,treated tissue ,"two fully expanded leaves, root (soil surrounding the root system)",,,,
1229989183,5/3/2017 13:02:05,5/4/2017 11:28:14, tissue,tissue bank ,"umary, blsa",,,,
1229989184,5/3/2017 13:02:05,5/4/2017 11:45:29, tissue,tissuebank ,"umary, blsa, shri, mrc, jhu",,,,
1229989185,5/3/2017 13:02:05,5/4/2017 11:29:42, tissue,tissue estradiol conc. ,"under detection limit, 550pg/g, 9pg/g, 10.5pg/g, 300pg/g",,,,
1229989186,5/3/2017 13:02:05,5/4/2017 11:59:08, sex,sexual differentiation  ,undifferentiated,,,,
1229989187,5/3/2017 13:02:05,5/4/2017 11:29:33, tissue,tissue/cell  type ,"undifferentiated es (cell culture), embryonic bodies (cell culture), cardiac bodies (cell culture), whole heart",,,,
1229989188,5/3/2017 13:02:05,5/4/2017 11:29:35, tissue,tissue separation ,"unfractionated peripheral blood dna, lymphoid peripheral blood dna, myeloid peripheral blood dna",,,,
1229989189,5/3/2017 13:02:05,5/4/2017 11:35:48, tissue,tissue origin ,"uninvolved lung, lung adenocarcinoma, bone marrow, peripheral blood, breast",,,,
1229989190,5/3/2017 13:02:05,5/4/2017 11:40:28, time,time clin rec  ,"unknown, 0, 16, 151, 18",,,,
1229989191,5/3/2017 13:02:05,5/4/2017 11:32:43, time,time met rec  ,"unknown, 0, 16, 55, 151",,,,
1229989192,5/3/2017 13:02:05,5/4/2017 11:39:48, time,time bcr  ,"unknown, 0, 2, 16, 17",,,,
1229989193,5/3/2017 13:02:05,5/4/2017 11:36:42, time,time clinical recurrence  ,"unknown, 0, n/a, 55.06849315, 12",,,,
1229989194,5/3/2017 13:02:05,5/4/2017 11:36:42, time,time metastatic recurrence  ,"unknown, 0, n/a, 55.06849315, 81.10684932",,,,
1229989195,5/3/2017 13:02:05,5/4/2017 11:29:45, time,time no bcr  ,"unknown, 16, 17, 2, n/a",,,,
1229989196,5/3/2017 13:02:05,5/4/2017 11:39:48, time,time f/u  ,"unknown, 164, 12, 16, 65",,,,
1229989197,5/3/2017 13:02:05,5/4/2017 11:39:27, treatment,lps treatment (time)  ,"untreated, 24 hours, 2 hours, 6 hours, 30 mins",,,,
1229989198,5/3/2017 13:02:05,5/4/2017 11:47:07, time,drug treatment time point  ,"untreated, 4hr, 6hr, 8hr, 2hr",,,,
1229989199,5/3/2017 13:02:05,5/4/2017 11:40:33, treatment,drug treatment time point  ,"untreated, 8hr, 2hr, 4hr, 6hr",,,,
1229989200,5/3/2017 13:02:05,5/4/2017 11:37:45, treatment,ddc treatment  ,"untreated, ddc-treated",,,,
1229989201,5/3/2017 13:02:05,5/4/2017 11:34:33, treatment,globin treatment  ,"untreated, globinclear",,,,
1229989202,5/3/2017 13:02:05,5/4/2017 11:35:58, treatment,hnf4 si rna treatment  ,"untreated, treated",,,,
1229989203,5/3/2017 13:02:05,5/4/2017 11:37:49, treatment,lenolidamide treatment  ,"untreated, treated",,,,
1229989204,5/3/2017 13:02:05,5/4/2017 11:41:13, cell line,responder cell line  ,upn727,,,,
1229989205,5/3/2017 13:02:05,5/4/2017 11:37:02, tissue,tissue_depot ,"uw, n/a, brain, na, abdomen",,,,
1229989206,5/3/2017 13:02:05,5/4/2017 11:30:40, genotype,braf genotype  ,"v600e mutationwildtype, wildtype",,,,
1229989207,5/3/2017 13:02:05,5/4/2017 11:33:29, treatment,in vitro treatment  ,"vehicle control, estradiol + progesterone (e2p4), estradiol (e2), none, il-7/il-25/il-33 5 days+ etoh 2 days",,,,
1229989208,5/3/2017 13:02:05,5/4/2017 11:40:07, treatment,drug treatment  ,"vehicle, chronic low levodopa, chronic high levodopa, dmso, jq1",,,,
1229989209,5/3/2017 13:02:05,5/4/2017 11:38:10, strain,strain of mouse  ,"vm, cd1",,,,
1229989210,5/3/2017 13:02:05,5/4/2017 11:33:02, tissue,prostate tissue ,"vp lobe, dlp lobe",,,,
1229989211,5/3/2017 13:02:05,5/4/2017 11:38:24, time,agent time  ,"weaning - 8 weeks, 10 hr, 6 hr, 16 hr, 3 hr",,,,
1229989212,5/3/2017 13:02:05,5/4/2017 11:35:51, age,age unit ,"week, day",,,,
1229989213,5/3/2017 13:02:05,5/4/2017 11:44:53, age,ageunit ,"week, day, weeks",,,,
1229989214,5/3/2017 13:02:05,5/4/2017 11:37:30, time,units of harvest time point  ,"week, weeks, hr, days, h past seeding",,,,
1229989215,5/3/2017 13:02:05,5/4/2017 11:35:50, age,units of age ,"weeks, pnd, days, weeks at start of exposure, years",,,,
1229989216,5/3/2017 13:02:05,5/4/2017 11:32:59, tissue,tissue_detail ,"whole blood, muscle - skeletal, lung, artery - tibial, thyroid",,,,
1229989217,5/3/2017 13:02:05,5/4/2017 11:34:11,strain,strain crl,wi,,,,
1229989218,5/3/2017 13:02:05,5/4/2017 11:23:10, genotype,host soybean genotype  ,"widltype, nfr",,,,
1229989219,5/3/2017 13:02:05,5/4/2017 11:28:13, strain,strain/condition  ,wild type + empty vector in xylose,,,,
1229989220,5/3/2017 13:02:05,5/4/2017 11:35:09, genotype,genotype/varitaion  ,"wild type, 臉sml0013:km mutant, f/f, stably expressing hbz, snai1 knockout",,,,
1229989221,5/3/2017 13:02:05,5/4/2017 11:33:59, genotype,genotype/variaton  ,"wild type, eし-myc wrn dhel/dhel, eし-myc, delta kpst mutant, bca81",,,,
1229989222,5/3/2017 13:02:05,5/4/2017 11:36:06, genotype,bacterial genotype  ,"wild type, gala7 mutant, hpap mutant",,,,
1229989223,5/3/2017 13:02:05,5/4/2017 11:36:27, genotype,gp130 genotype  ,"wild type, gp130-deficient",,,,
1229989224,5/3/2017 13:02:05,5/4/2017 11:34:47, genotype,genotype/treatment  ,"wild type, homozygote",,,,
1229989225,5/3/2017 13:02:05,5/4/2017 11:40:14, genotype,ndrg1 genotype  ,"wild type, knock-out",,,,
1229989226,5/3/2017 13:02:05,5/4/2017 11:29:49, genotype,offspring genotype  ,"wild type, pigr+/-, pigr-/-, 5ht1a knockout",,,,
1229989227,5/3/2017 13:02:05,5/4/2017 11:40:28, genotype,genotype/variation (host)  ,"wild type, tgfb1 heterozygote",,,,
1229989228,5/3/2017 13:02:05,5/4/2017 11:32:22, genotype,genotype (brdt)  ,"wild type, th2b+/tag, ko-/-, th2b kd, ko+/+",,,,
1229989229,5/3/2017 13:02:05,5/4/2017 11:39:29, genotype,genotype  ,"wild type, wt, wild-type, wildtype, b73xh99 f1 hybrid",,,,
1229989230,5/3/2017 13:02:05,5/4/2017 11:27:17, genotype,genotype/variation  ,"wild type, wt, wild-type, wildtype, refpool",,,,
1229989231,5/3/2017 13:02:05,5/4/2017 11:33:08, strain,donor strain  ,"wild-type j1 strain sv/129 es cells, 129",,,,
1229989232,5/3/2017 13:02:05,5/4/2017 11:35:19, genotype,genotype/variations  ,"wild-type mice, siah1a-/-:siah2-/- (ko) mice, tg2576 appswe-transgenic mice",,,,
1229989233,5/3/2017 13:02:05,5/4/2017 11:36:22, genotype,maternal genotype/variation  ,wildtype,,,,
1229989234,5/3/2017 13:02:05,5/4/2017 11:39:44, genotype,parental genotype/variation  ,wildtype,,,,
1229989235,5/3/2017 13:02:05,5/4/2017 11:39:48, genotype,paternal genotype/variation  ,wildtype,,,,
1229989236,5/3/2017 13:02:05,5/4/2017 11:37:49, genotype,genotype/varation  ,"wildtypewild typerdo5-1, transgenic mice, bearing a wild-type, allele of ar with 24 cags (ar-24q), transgenic mice carrying a full-length human ar with 97 cags (ar-97q)",,,,
1229989237,5/3/2017 13:02:05,5/4/2017 11:27:27, genotype,pathogen genotype/variation  ,"wildtype, 臉abvf19-8, wild type, abpf2 deletion mutant",,,,
1229989238,5/3/2017 13:02:05,5/4/2017 11:36:52, disease,disease state (phenotype)  ,"wildtype, affected",,,,
1229989239,5/3/2017 13:02:05,5/4/2017 11:34:21, genotype,idh1/2 genotype  ,"wildtype, idh1mutant, idh2mutant",,,,
1229989240,5/3/2017 13:02:05,5/4/2017 11:34:02, genotype,mouse genotype  ,"wildtype, in vitro, kraslsl-g12d, bl6.wt, wild-type",,,,
1229989241,5/3/2017 13:02:05,5/4/2017 11:30:24, strain,strain (rat)  ,wistar,,,,
1229989242,5/3/2017 13:02:05,5/4/2017 11:32:46, strain,rat strain  ,"wistar, da (dark agouti) inbred",,,,
1229989243,5/3/2017 13:02:05,5/4/2017 11:34:24, treatment,art treatment  ,"with, without",,,,
1229989244,5/3/2017 13:02:05,5/4/2017 11:34:02, disease,disease progression  ,"without metastases, bone metastasis, no bone metastasis, progressor, with metastases",,,,
1229989245,5/3/2017 13:02:05,5/4/2017 11:42:10, cell type,cultured cell type  ,"wt culture cell, snd1 culture cell, vnd6 culture cell",,,,
1229989246,5/3/2017 13:02:05,5/4/2017 11:44:42, tissue,tissue [transplant] ,"wt fetal liver cells engrafted in bm of an irradiated mice, pax5ko fetal liver cells engrafted in bm of an irradiated mice",,,,
1229989247,5/3/2017 13:02:05,5/4/2017 11:29:33, genotype,genotypes  ,"wt pkbalpha, ko pkbalpha, ko/rescued, pkbalpha, te, ct101, c24, col-0",,,,
1229989248,5/3/2017 13:02:05,5/4/2017 11:39:18, genotype,esr1 genotype  ,"wt, ex3aerko (esr1 null), kiko (dna binding deficient), aerko (esr1 null), eaae",,,,
1229989249,5/3/2017 13:02:05,5/4/2017 11:41:02, genotype,atf2 genotype  ,"wt, ko",,,,
1229989250,5/3/2017 13:02:05,5/4/2017 11:42:10, genotype,meis1 genotype  ,"wt, ko",,,,
1229989251,5/3/2017 13:02:05,5/4/2017 11:33:06, genotype,genotype variation  ,"wt, ko, luxs negative, nrf-/-, nrf+/+",,,,
1229989252,5/3/2017 13:02:05,5/4/2017 11:59:08, genotype,tet2 genotype  ,"wt, mutant",,,,
1229989253,5/3/2017 13:02:05,5/4/2017 11:34:10, genotype,precipitated ctcf genotype  ,"wt, mzf8, mzf7, mzf9, r339w/mzf3*",,,,
1229989254,5/3/2017 13:02:05,5/4/2017 11:35:19, tissue,tissue genotype/variation ,"wt, p53 mutant",,,,
1229989255,5/3/2017 13:02:05,5/4/2017 11:35:13, genotype,tissue genotype/variation  ,"wt, p53 mutant",,,,
1229989256,5/3/2017 13:02:05,5/4/2017 11:34:21, genotype,nod2 genotype  ,"wt/wt, r702w/wt, insc/r702w, insc/insc",,,,
1229989257,5/3/2017 13:02:05,5/4/2017 11:26:12, age,age (mouse) ,"xenograft cells injected at 6-10 weeks, 4 months",,,,
1229989258,5/3/2017 13:02:05,5/4/2017 11:37:06, tissue,sample tissue of origin ,"xenograft splenocyte, bone marrow, peripheral blood",,,,
1229989259,5/3/2017 13:02:05,5/4/2017 11:38:19, cell type,cell type (human)  ,xenograft tumors (ht29 cells),,,,
1229989260,5/3/2017 13:02:05,5/4/2017 11:29:33, sex,sex chromosome complement  ,"xx, xo, xy, xy-, xxsry",,,,
1229989261,5/3/2017 13:02:05,5/4/2017 11:35:24, sex,sex chromosome ploidy  ,"xy, xx, xo",,,,
